,question,entities,MuHeQA_NER,MuHeQA_PoS,MuHeQA_NER+PoS,FLERT,BERT,RoBERTA,MuHeQA_FLERT
5465,who was born in saint petersburg,['Saint Petersburg'],['saint petersburg'],['saint petersburg'],['saint petersburg'],['saint petersburg'],[],['saint petersburg'],['saint petersburg']
5466,where was richard hooker born,['Richard Hooker'],['richard hooker'],['richard hooker'],['richard hooker'],['richard hooker'],[],['richard hooker'],['richard hooker']
5467,what is the gender of elisabeth pinajeff,['Elisabeth Pinajeff'],['elisabeth pinajeff'],[],['elisabeth pinajeff'],['elisabeth pinajeff'],['el'],['elisabeth pinajeff'],['elisabeth pinajeff']
5468,Which organization did friedrich wilhelm raiffeisen found?,['Friedrich Wilhelm Raiffeisen'],['friedrich wilhelm raiffeisen'],"['organization', 'friedrich wilhelm raiffeisen']",['friedrich wilhelm raiffeisen'],['friedrich wilhelm raiffeisen'],[],['friedrich wilhelm raiffeisen'],['friedrich wilhelm raiffeisen']
5469,what is a film that was produced by  the company  cruise/wagner productions,['Cruise/Wagner Productions'],['cruise/wagner productions'],"['film', 'company cruise', 'wagner productions']",['cruise/wagner productions'],[],[],['cruise/wagner productions'],"['film', 'company cruise', 'wagner productions']"
5470,who edited memoirs of a geisha (film),['Memoirs of a Geisha'],['memoirs of a geisha'],"['geisha', 'film']",['memoirs of a geisha'],[],[],[],"['geisha', 'film']"
5471,What is the genre of music of the album the platinum collection?,['The Platinum Collection'],[],"['album', 'platinum collection']","['album', 'platinum collection']",[],[],[],"['album', 'platinum collection']"
5472,who directed the movie jeepers creepers (2001 film),['Jeepers Creepers'],['jeepers creepers'],"['movie jeepers creepers', '2001 film']",['movie jeepers creepers'],['jeepers creepers'],[],['jeepers creepers'],['movie jeepers creepers']
5473,To what genre does the film Candleshoe belong?,['Candleshoe'],['candleshoe'],"['genre', 'film Candleshoe']",['film candleshoe'],['Candleshoe'],['Candleshoe'],['Candleshoe'],['Candleshoe']
5474,what type of music is buckethead?,['Buckethead'],['buckethead'],"['music', 'buckethead']",['buckethead'],[],[],[],"['music', 'buckethead']"
5475,Where was sigrid d. peyerimhoff born,['Sigrid D. Peyerimhoff'],['sigrid d. peyerimhoff'],['sigrid d. peyerimhoff'],['sigrid d. peyerimhoff'],['sigrid d. peyerimhoff'],"['peyer', 'hoff']",['sigrid d. peyerimhoff'],['sigrid d. peyerimhoff']
5476,What country is ahn seok-ho a citizen of,['Ahn Seok-Ho'],['ahn seok-ho'],['country'],['ahn seok-ho'],['ahn seok-ho'],['ah'],['ahn seok-ho'],['ahn seok-ho']
5477,which artist made the album sonny rollins and the big brass,['Sonny Rollins and the Big Brass'],['sonny rollins and the big brass'],"['artist', 'album sonny rollins and', 'big brass']",['sonny rollins and the big brass'],['sonny rollins'],[],"['sonny rollins', 'the big brass']",['album sonny rollins and']
5478,which gameplay was used in the time warp of dr. brain,['The Time Warp of Dr. Brain'],['dr. brain'],"['gameplay', 'dr. brain']",['dr. brain'],[],[],['dr. brain'],"['gameplay', 'dr. brain']"
5479,Who was the developer for majin tensei,['Majin Tensei'],['majin tensei'],['majin tensei'],['majin tensei'],['majin tensei'],[],['majin tensei'],['majin tensei']
5480,which album is of the rock music genre,['rock music'],[],"['album', 'rock music genre']","['album', 'rock music genre']",[],[],[],"['album', 'rock music genre']"
5481,What game has a single-player,['single-player video game'],[],"['game', 'single-player']","['game', 'single-player']",[],[],[],"['game', 'single-player']"
5482,what music is used in secrets,['Secrets'],[],"['music', 'secrets']","['music', 'secrets']",[],[],[],"['music', 'secrets']"
5483,where was christian nerlinger born,['Christian Nerlinger'],['christian nerlinger'],['christian nerlinger'],['christian nerlinger'],['christian nerlinger'],[],['christian nerlinger'],['christian nerlinger']
5484,where is the film reality from?,['Actriz'],[],[],[],[],[],[],[]
5485,what is the cvg genre of disneys pk: out of the shadows,['PK: Out of the Shadows'],"['cvg', 'disneys pk', 'out of the shadows']","['disneys pk', 'shadows']","['cvg', 'disneys pk', 'out of the shadows']",['disneys'],[],"['cvg', 'disneys pk']",['disneys pk']
5486,What country did the show poolside chats originate in?,['Poolside Chats'],[],"['country', 'show', 'chats']","['country', 'show', 'chats']",[],[],[],"['country', 'show', 'chats']"
5487,what is the administrative parent of shire of irwin?,['Shire of Irwin'],['shire of irwin'],['irwin'],['shire of irwin'],['shire of irwin'],[],['shire of irwin'],['shire of irwin']
5488,which famous city is julius evola from,['Julius Evola'],['julius evola'],['famous city'],['julius evola'],['julius evola'],[],['julius evola'],['julius evola']
5489,where did arthur lionel pugh norrington die,['Arthur Norrington'],['arthur lionel pugh norrington'],['arthur lionel pugh norrington'],['arthur lionel pugh norrington'],['arthur lionel pugh norrington'],[],['arthur lionel pugh norrington'],['arthur lionel pugh norrington']
5490,What is the nationality of thomas hill (painter)?,['Thomas Hill'],['thomas hill'],"['thomas hill', 'painter']",['thomas hill'],['thomas hill'],[],['thomas hill'],['thomas hill']
5491,what artist is known for  pop music ,['pop music'],[],"['artist', 'pop music']","['artist', 'pop music']",[],[],[],"['artist', 'pop music']"
5492,What is the country of origin for back in the day?,['Back in the Day'],[],['day'],['day'],[],[],[],['day']
5493,what county and state is the city muskego in ,['Muskego'],['muskego'],['county and state'],['muskego'],['muskego'],[],['muskego'],['muskego']
5494,What is the title of a game in the fire emblem series,['Fire Emblem'],['fire emblem series'],['fire emblem series'],['fire emblem series'],[],[],['fire emblem'],['fire emblem series']
5495,who created young justice,['Young Justice'],['young justice'],['young justice'],['young justice'],[],[],[],['young justice']
5496,who produced the lord of the rings: the two towers?,['The Lord of the Rings: The Two Towers'],['lord of the rings: the two towers'],"['rings', 'two towers']",['lord of the rings: the two towers'],[],[],[],"['rings', 'two towers']"
5497,what sex is ole hallesby,['Ole Hallesby'],['ole hallesby'],"['sex', 'ole hallesby']",['ole hallesby'],['ole hallesby'],[],['ole hallesby'],['ole hallesby']
5498,what music company is bruce hornsby with?,['Bruce Hornsby'],['bruce hornsby'],['music company'],['bruce hornsby'],['bruce hornsby'],[],['bruce hornsby'],['bruce hornsby']
5499,what was john mitchell kemble's place of birth,['John Mitchell Kemble'],['john mitchell kemble'],"['john mitchell kemble', 'birth']",['john mitchell kemble'],['john mitchell kemble'],[],['john mitchell kemble'],['john mitchell kemble']
5500,where was steve tully born ,['Steve Tully'],['steve tully'],['steve tully'],['steve tully'],['steve tully'],[],['steve tully'],['steve tully']
5501,What position in baseball does bob thorpe play?,['Bob Thorpe'],['bob thorpe'],"['baseball', 'thorpe']",['bob thorpe'],['bob thorpe'],[],['bob thorpe'],['bob thorpe']
5502,Where was eric kress born?,['Eric Kress'],['eric kress'],['eric kress'],['eric kress'],['eric kress'],[],['eric kress'],['eric kress']
5503,which county is buckner a part of ,['Buckner'],['buckner'],['county'],['buckner'],['buckner'],[],['buckner'],['buckner']
5504,what lyrics did bob dylan write,['Bob Dylan'],['bob dylan'],"['lyrics', 'bob dylan']",['bob dylan'],['bob dylan'],['dyla'],['bob dylan'],['bob dylan']
5505,where did john didion pass away in,['John Didion'],['john didion'],['john didion'],['john didion'],['john didion'],[],['john didion'],['john didion']
5506,what country created the film nothing personal,['Nothing Personal'],['nothing personal'],"['country', 'film nothing personal']",['film nothing personal'],[],[],[],"['country', 'film nothing personal']"
5507,What county does vevay belong to,['Vevay'],['vevay'],"['county', 'vevay']",['vevay'],[],[],['vevay'],"['county', 'vevay']"
5508,what country is nasir lamine from?,['Nasir Lamine'],['nasir lamine'],['country'],['nasir lamine'],['nasir lamine'],[],['nasir lamine'],['nasir lamine']
5509,Who is the artist that created the album the kingdom,['The Kingdom'],['the kingdom'],"['artist', 'album', 'kingdom']",['the kingdom'],[],[],['the kingdom'],"['artist', 'album', 'kingdom']"
5510,What is the name of a film by kinji fukasaku,['Kinji Fukasaku'],['kinji fukasaku'],[],['kinji fukasaku'],['kinji fukasaku'],[],['kinji fukasaku'],['kinji fukasaku']
5511,who published the videogame star wars?,['Star Wars'],['star wars?'],['videogame star wars'],['star wars?'],['star wars'],[],['star wars'],['videogame star wars']
5512,Who was a politician in Madagascar? ,['politician'],['madagascar'],['Madagascar'],['madagascar'],['Madagascar'],['Madagascar'],['Madagascar'],['Madagascar']
5513,What gender is Didz Hammond?,['Didz Hammond'],['didz hammond'],"['gender', 'Didz Hammond']",['didz hammond'],['Didz Hammond'],['Didz Hammond'],['Didz Hammond'],['Didz Hammond']
5514,who is the video game publisher of virtua cop: elite edition?,['Virtua Cop: Elite Edition'],['virtua cop: elite edition'],"['virtua cop', 'elite edition']",['virtua cop: elite edition'],['virtua cop : elite edition'],[],['virtua cop: elite edition'],['virtua cop : elite edition']
5515,whats the name of a artist whose musical genre is  progressive metal,['progressive metal'],['progressive metal'],"['artist', 'musical genre', 'progressive metal']",['progressive metal'],[],[],[],"['artist', 'musical genre', 'progressive metal']"
5516,Is the gender of gérard cooreman male or female?,['Gérard Cooreman'],['gerard cooreman'],['gérard cooreman male or female'],['gerard cooreman male or female'],['gérard cooreman'],[],['gÃ©rard cooreman'],['gérard cooreman']
5517,"Name someone famous who was born in providence, rhode island",['Providence'],"['providence', 'rhode island']","['someone famous', 'providence', 'rhode island']","['rhode island', 'providence']","['providence', 'rhode island']",[],"['providence', 'rhode island']","['rhode island', 'providence']"
5518,what country gives eros vlahos nationality,['Eros Vlahos'],['eros vlahos'],"['country', 'nationality']",['eros vlahos'],['eros vlahos'],[],['eros vlahos'],['eros vlahos']
5519,Who was a businessman from the 1900s?,['businessperson'],[],['1900s'],['1900s'],[],[],[],['1900s']
5520,where did john ireland die?,['John Ireland'],['john ireland'],['john ireland'],['john ireland'],['john ireland'],[],['john ireland'],['john ireland']
5521,What is steve james's profession?,['Steve James'],['steve james'],"['steve james', 'profession']",['steve james'],['steve james'],[],['steve james'],['steve james']
5522,what is the biological gender of ernst jünger,['Ernst Jünger'],['ernst junger'],['ernst jünger'],['ernst junger'],['ernst jünger'],[],['ernst jÃ¼nger'],['ernst jünger']
5523,what mode is intelligent qube set up for ,['Intelligent Qube'],[],"['mode', 'intelligent qube']","['mode', 'intelligent qube']",[],[],['qube'],"['mode', 'intelligent qube']"
5524,who was a musician for shes out of control,"[""She's Out of Control""]",['she'],['control'],['she'],[],[],[],['control']
5525,Who wrote the tv episode a kind of a stopwatch?,['A Kind of a Stopwatch'],[],"['tv episode', 'stopwatch']","['tv episode', 'stopwatch']",[],[],[],"['tv episode', 'stopwatch']"
5526,Where was eir aoi born?,['Eir Aoi'],['eir aoi'],['eir aoi'],['eir aoi'],['eir aoi'],[],['eir aoi'],['eir aoi']
5527,Name someone who is a male character,['male'],[],"['someone', 'male character']","['someone', 'male character']",[],[],[],"['someone', 'male character']"
5528,What genre is bubble boy?,['Bubble Boy'],['bubble boy'],"['genre', 'bubble boy']",['bubble boy'],[],[],[],"['genre', 'bubble boy']"
5529,what type of game is colosseum: road to freedom,['Colosseum: Road to Freedom'],['colosseum: road to freedom'],"['game', 'colosseum', 'freedom']",['colosseum: road to freedom'],['colosseum : road to freedom'],[],"['colosseum', 'road to freedom']",['colosseum : road to freedom']
5530,which italian city was niccolò castiglioni born,['Niccolò Castiglioni'],"['italian', 'niccolo castiglioni']","['italian city', 'niccolò castiglioni']","['italian city', 'niccolo castiglioni']","['italian', 'niccolò castiglioni']",[],"['italian', 'niccolÃ ² castiglioni']","['italian city', 'niccolò castiglioni']"
5531,in which us county is cerro gordo county found ,['Cerro Gordo County'],"['us', 'cerro gordo']","['county', 'county']","['cerro gordo', 'us']","['us', 'cerro gordo']",[],"['us', 'cerro gordo county']","['cerro gordo', 'us']"
5532,where was john george bowes from ,['John George Bowes'],['john george bowes'],[],['john george bowes'],['john george bowes'],[],['john george bowes'],['john george bowes']
5533,Which city in France was jean-baptiste boussingault born,['Jean-Baptiste Boussingault'],"['france', 'jean-baptiste boussingault']","['France', 'jean-baptiste boussingault']","['france', 'jean-baptiste boussingault']","['France', 'jean-baptiste boussingault']",['France'],"['France', 'jean-baptiste boussingault']","['France', 'jean-baptiste boussingault']"
5534,what belief does david archuleta practice ,['David Archuleta'],['david archuleta'],"['belief', 'david archuleta']",['david archuleta'],['david archuleta'],[],['david archuleta'],['david archuleta']
5535,what types of music is hard times and nursery rhymes,['Hard Times and Nursery Rhymes'],[],"['music', 'hard times and nursery rhymes']","['music', 'hard times and nursery rhymes']",[],[],[],"['music', 'hard times and nursery rhymes']"
5536,Who authored one of ours?,['One of Ours'],[],[],[],[],[],[],[]
5537,What is the name of someone who is a midfielder,['midfielder'],[],"['someone', 'midfielder']","['someone', 'midfielder']",[],[],[],"['someone', 'midfielder']"
5538,Which position did ty taubenheim play?,['Ty Taubenheim'],['ty taubenheim'],"['position', 'taubenheim']",['ty taubenheim'],['ty taubenheim'],[],['ty taubenheim'],['ty taubenheim']
